gppd_idnr,name,latitude,longitude,total_no2,total_weighted_no2
USA0058005,Panda Sherman Power Station,33.5826,-96.6179,9.277713656841987,9.983500634413103
USA0004266,Spencer,33.1975,-97.1061,0.0,0.0
USA0055480,Forney Energy Center,32.7563,-96.4916,120.8941446882202,94.88507075169869
USA0055091,Midlothian Energy Facility,32.4302,-97.0537,91.76865813004427,72.84020847914766
USA0055172,Bosque County Peaking,31.8594,-97.3586,7.45489831359953,6.425824442618901
USA0055230,Jack County,33.101,-97.9574,30.006903788423802,28.46184153271295
USA0055320,Wise County Power LLC,33.0583,-97.9103,8.210226451119366,8.41729155113422
USA0003490,Graham,33.1344,-98.6117,2.316317769663776,4.715736653565408
USA0004937,Thomas C Ferguson,30.558,-98.3705,2.480627650845317,3.3042117503100243
USA0003609,Leon Creek,29.3525,-98.5761,0.0,0.0
USA0055153,Guadalupe Generating Station,29.6244,-98.1419,28.253307263127866,25.251084240825943
USA0055144,Hays Energy Project,29.7806,-97.9894,13.109716296099213,13.42160978117994
USA0003439,Laredo,27.5667,-99.5089,0.0,0.0
USA0055123,Magic Valley Generating Station,26.3403,-98.19,7.523732239013846,7.404569078135564
USA0055086,Gregory Power Facility,27.8893,-97.2584,2.708771448078268,3.6238979372457027
USA0003441,Nueces Bay,27.8194,-97.4192,7.432791267297481,6.5943725136673415
USA0055206,Corpus Christi Energy Center,27.8139,-97.4283,3.164204554751922,3.840056455333026
USA0000118,Saguaro,32.5517,-111.3,0.0,0.0
USA0002444,Rio Grande,31.8047,-106.5472,0.0,0.0
USA0055210,Afton Generating Station,32.1142,-106.8465,0.0,0.0
USA0055343,Luna Energy Facility,32.2993,-107.7834,6.400927552276866,7.192234980648115
USA0058471,Ector County Energy Center,32.0692,-102.5856,1.7406140687560048,3.1537403889335405
USA0055215,Odessa Ector Generating Station,31.8403,-102.3264,33.045510641878835,32.715232108371005
USA0056349,Quail Run Energy Center,31.8414,-102.315,5.3060994367963135,6.011065420272727
USA0055065,Mustang Station,32.9728,-102.7417,0.0,0.0
USA0002454,Cunningham,32.7131,-103.3533,1.3738252944006208,2.538962866230031
USA0002446,Maddox,32.7142,-103.3015,0.0,0.0
USA0056458,Hobbs Generating Station,32.7283,-103.3094,9.002631460825889,9.919398890210566
USA0003604,J Robert Massengale,33.6039,-101.8408,0.0,0.0
USA0003602,Ty Cooke,33.5211,-101.7906,0.0,0.0
USA0055064,Black Hawk Station,35.6957,-101.36,0.0,0.0
USA0001230,Cimarron River,37.1611,-100.7619,0.0,0.0
USA0001336,Garden City,37.9703,-100.8956,0.44990168133081576,1.490527788480989
USA0055283,Front Range Power Plant,38.6281,-104.7069,8.013155249988372,7.355506067320519
USA0055453,Fountain Valley Power Facility,38.5569,-104.6875,0.35927606788839234,1.511780002946868
USA0056998,Pueblo Airport Generating Station,38.3208,-104.5264,3.4662963347409947,4.800018807723312
USA0058284,La Luz Energy Center,34.6161,-106.815,0.0,0.0
USA0055129,Desert Basin,32.9042,-111.7889,5.119731458690444,9.469896525550347
USA0055522,Sundance,32.9285,-111.5899,7.88465754523878,10.96180058577738
USA0000116,Ocotillo,33.4225,-111.9122,0.0,0.0
USA0000117,West Phoenix,33.4417,-112.1583,124.32589924279117,116.1281969033365
USA0008068,Santan,33.3325,-111.7503,71.61281076673427,62.85309036934048
USA0056237,Lake Side Power Plant,40.3317,-111.7542,81.49416373139034,67.32551808147201
USA0056177,Nebo Power Station,40.0614,-111.7294,0.0,0.0
USA0003648,Gadsby,40.7686,-111.9289,7.904518043518081,11.45963981120143
USA0006112,Fort St Vrain,40.2461,-104.8742,50.244515823305726,47.1297826933517
USA0055835,Rocky Mountain Energy Center,40.0908,-104.5953,8.200838776175996,7.736235623533449
USA0055200,Arapahoe Combustion Turbine Project,39.6692,-105.0018,0.0,0.0
USA0010682,Brush Generation Facility,40.2415,-103.631,0.0,0.0
USA0057703,Cheyenne Prairie Generating Station,41.1236,-104.72,0.0,0.0
USA0056610,Deer Creek Station,44.2908,-96.5267,0.0,0.0
USA0008000,Beatrice,40.3302,-96.8082,0.35828876855716846,1.1691298432662025
USA0002226,Canaday,40.6942,-99.7011,0.0,0.0
USA0001235,Great Bend - Sunflower,38.41,-98.8689,0.0,0.0
USA0008059,Comanche (OK),34.5431,-98.3244,0.0,0.0
USA0002964,Southwestern,35.1009,-98.3524,5.609577030887213,7.167209521505328
USA0002953,Mustang,35.4699,-97.675,3.3153168081233155,4.524390955820784
USA0002951,Horseshoe Lake,35.5087,-97.1797,13.291841830996342,13.314392418855821
USA0004940,Riverside (OK),35.9978,-95.9567,24.404699919696796,24.281990055439156
USA0002965,Tulsa,36.1165,-95.991,1.2409219123944386,3.184371662116191
USA0001271,Coffeyville,37.0373,-95.6127,0.0,0.0
USA0001268,Chanute 2,37.6953,-95.4586,0.0,0.0
USA0007013,East 12th Street,37.2367,-96.9625,0.0,0.0
USA0001240,Gordon Evans Energy Center,37.7903,-97.5217,12.965194722992727,12.566865924827706
USA0001305,McPherson 2,38.3634,-97.6834,0.0,0.0
USA0008037,Clifton,39.6125,-97.2778,0.0,0.0
USA0001295,Quindaro,39.1492,-94.6381,3.416982292374244,5.2135884134684405
USA0002132,Blue Valley,39.0919,-94.3261,0.0,0.0
USA0006074,Greenwood (MO),38.8615,-94.2982,0.0,0.0
USA0007848,Holden,38.7538,-93.9983,0.0,0.0
USA0002122,Chillicothe,39.7834,-93.5641,0.0,0.0
USA0006651,Moberly,39.4244,-92.4837,0.0,0.0
USA0007296,State Line Combined Cycle,37.0659,-94.614,4.561879204516467,6.186732009003707
USA0001239,Riverton,37.0726,-94.6987,0.0,0.0
USA0006223,Empire Energy Center,37.1385,-94.1041,0.46552746418766994,1.157053795229421
USA0000201,Thomas Fitzhugh,35.4624,-93.8049,0.0,0.0
USA0000202,Carl Bailey,35.2601,-91.3634,0.0,0.0
USA0055340,Dell Power Station,35.8619,-90.0253,4.249104419417456,5.547884836894214
USA0002082,Fairgrounds,38.5935,-92.2206,0.0,0.0
USA0006652,Moreau,38.5557,-92.1023,0.0,0.0
USA0006650,Mexico,39.1481,-91.8306,0.0,0.0
USA0007964,Peno Creek,39.3531,-91.2295,0.0,0.0
USA0000913,Venice,38.6642,-90.1764,3.5254450153198196,5.701515813589741
USA0001046,Dubuque,42.5031,-90.6586,0.0,0.0
USA0006063,Electrifarm,42.4407,-92.4205,0.0,0.0
USA0001206,Summit Lake,41.1136,-94.3472,0.0,0.0
USA0007145,Pleasant Hill,41.5572,-93.5242,0.0,0.0
USA0008029,Sycamore (IA),41.6722,-93.6769,0.0,0.0
USA0001068,Marshalltown,42.0474,-92.8594,0.10731027798075857,0.6452165575649349
USA0007155,Lime Creek,43.2481,-93.205,0.0,0.0
USA0056104,Mankato Energy Center,44.1988,-94.003,2.986265848801822,4.568726791364961
USA0007925,Lakefield Junction,43.7984,-94.8415,2.626059857841674,3.592996926211204
USA0002001,New Ulm,44.3159,-94.4581,0.0,0.0
USA0008027,Blue Lake,44.7855,-93.4315,5.330488537492492,7.299915820171206
USA0056164,Faribault Energy Park,44.3356,-93.2906,0.7758354459163928,1.6688475889610894
USA0006058,Cascade Creek,44.0322,-92.4908,0.0,0.0
USA0056241,Cannon Falls Energy Center,44.5367,-92.9155,0.6381450292841803,1.4776081075192646
USA0055010,LSP-Cottage Grove LP,44.7956,-92.9119,0.4445940659237263,1.6020133101700946
USA0001913,Inver Hills,44.781,-93.042,0.0,0.0
USA0056031,Fox Energy Center,44.3204,-88.2089,2.5936157132844575,2.8050700802380093
USA0055836,Island Street Peaking Plant,44.2761,-88.2658,0.0,0.0
USA0007203,South Fond Du Lac,43.7353,-88.4967,0.8402761657325014,1.7181733181584116
USA0006253,Germantown,43.1952,-88.1496,1.373404061693459,2.6682201301585593
USA0004042,Valley (WI),43.0303,-87.9233,0.0,0.0
USA0007270,Paris (WI),42.6658,-88.0131,1.3280988311441875,3.0374332475183206
USA0007159,Concord,43.1669,-88.69,1.5441395439467782,2.365507296627964
USA0004057,Rock River,42.5831,-89.0259,0.0,0.0
USA0055391,RockGen Energy Center,42.9767,-89.0492,4.604138893727541,4.273865439929147
USA0007991,West Campus Cogeneration Facility,43.0751,-89.4251,0.0,0.0
USA0055201,Gibson City Energy Center LLC,40.4705,-88.3987,0.0,0.0
USA0000886,Fisk Street,41.8508,-87.6533,0.0,0.0
USA0055392,Zion Energy Center,42.4776,-87.895,10.039856031075526,12.372624874752299
USA0007336,Anderson,40.0529,-85.7389,0.0,0.0
USA0055229,Montpelier Electric Generating Station,40.6206,-85.3057,0.0,0.0
USA0007268,491 E 48th Street,42.7553,-86.0853,0.0,0.0
USA0010745,Midland Cogeneration Venture,43.5861,-84.2242,62.359816777524465,48.459356618656855
USA0006035,Greenwood (MI),43.1056,-82.6964,16.693858504850162,16.2059626353466
USA0007579,Niles,41.168,-80.7529,0.0,0.0
USA0002945,Anadarko,39.757,-81.1155,0.0,0.0
USA0001866,Wyandotte,42.2081,-83.1453,0.0,0.0
USA0007872,Robert P Mone Plant,40.9297,-84.7392,3.53184060018212,3.3928258970909306
USA0002848,O H Hutchings,39.6088,-84.2921,0.0,0.0
USA0055248,Tait Electric Generating Station,39.7277,-84.2095,2.5423709618185164,3.9986472818292342
USA0055247,Darby Electric Generating Station,39.7139,-83.1778,1.786316159210467,2.9499103477799755
USA0055116,Rockingham County CT Station,36.3297,-79.8297,16.114429134137204,17.3019704412108
USA0002720,Buck,35.7133,-80.3767,6.630853944300847,10.520476980382579
USA0002707,Blewett,34.9833,-79.8775,0.0,0.0
USA0003250,Darlington County,34.4185,-80.1657,12.318891918848614,10.408821257151967
USA0007277,Lincoln Combustion,35.4317,-81.0347,89.96027663081107,70.90494098135574
USA0007981,Mill Creek (SC),35.1597,-81.4306,8.234309695655277,6.917308134709973
USA0055166,Broad River Energy Center,35.0786,-81.575,16.205513598210707,13.585594686963985
USA0054538,Hartwell Energy Facility,34.3396,-82.8199,1.5296574138686643,2.7943916556157964
USA0001363,Cane Run,38.1831,-85.8892,12.019926634752714,12.909881368500717
USA0007335,Richmond,39.8396,-84.9657,0.0,0.0
USA0055204,Kinmundy,38.7619,-89.0128,0.0,0.0
USA0007425,Interstate,39.8233,-89.5891,0.0,0.0
USA0000964,Lakeside,39.7573,-89.6005,0.0,0.0
USA0055232,Marshall Energy Facility,37.0286,-88.3958,8.632462233495893,9.27130523417702
USA0000047,Colbert,34.7439,-87.8486,0.0,0.0
USA0007845,Lagoon Creek,35.6578,-89.3964,45.029640456085374,36.73061454170643
USA0007960,Kemper County,32.7976,-88.606,0.547500710255836,1.2511212598169743
USA0055061,Tenaska Georgia Generation Facility,33.3516,-84.9996,16.973362411463214,16.517520494746037
USA0055409,Calhoun Energy Center,33.5883,-85.9731,7.7230065839720226,7.913672907106562
USA0055271,Tenaska Lindsay Hill Generating Station,32.6514,-86.7386,8.458137359342636,8.893205090760151
USA0000533,McWilliams,31.4003,-86.4764,3.5803317626421265,4.242497207682753
USA0055241,Hog Bayou Energy Center,30.7478,-88.0575,0.5342301535486683,1.5817261853833207
USA0007063,McIntosh (AL),31.2546,-88.0299,3.4735942070794135,4.804061856683518
USA0008048,Anclote,28.1844,-82.7886,24.53829282295754,23.16292202604582
USA0000634,P L Bartow,27.8595,-82.6018,59.16575289524229,50.46280190999952
USA0006042,Manatee,27.6058,-82.3456,195.08286456419918,118.16016164377248
USA0006584,Stock Island,24.5633,-81.7342,0.0,0.0
USA0000673,Tom G Smith,26.6128,-80.0677,0.0,0.0
USA0000617,Port Everglades,26.0856,-80.1253,37.2373197446431,30.161491372904575
USA0056407,West County Energy Center,26.6986,-80.3747,299.44064307922514,121.43762494312111
USA0000613,Lauderdale,26.0686,-80.1984,121.73350390200298,87.94606217515177
USA0000612,Fort Myers,26.6967,-81.7831,116.50189090132258,76.36726301084008
USA0007380,Midulla Generating Station,27.6417,-81.9625,9.465355870398197,10.112395435437694
USA0050949,Hardee Power Station,27.6364,-81.9636,0.8602390774939334,2.152009094888755
USA0055833,Auburndale Peaker Energy Center,28.0535,-81.8059,0.0,0.0
USA0007302,Hines Energy Complex,27.7882,-81.87,87.49179412369135,62.97408387003673
USA0054426,Mulberry Cogeneration Facility,27.8489,-81.8775,0.0,0.0
USA0008049,Intercession City,28.2628,-81.5486,23.98504597684321,22.703159028470736
USA0007238,Cane Island,28.2764,-81.533,5.78741007695134,7.356665066924258
USA0056400,Treasure Coast Energy Center,27.3839,-80.3775,0.0,0.0
USA0055286,Oleander Power Project LP,28.3661,-80.7947,15.444638609180217,15.340345723823397
USA0000609,Cape Canaveral,28.4698,-80.7644,26.466285720615936,26.214590306237945
USA0055318,Indian River,28.4932,-80.7802,3.2268761437101974,3.578561961220264
USA0000715,McManus,31.2136,-81.5462,0.0,0.0
USA0007846,Brandy Branch,30.3206,-81.9472,6.997049046388684,6.8840154741525055
USA0000666,J D Kennedy,30.3648,-81.626,0.0,0.0
USA0056799,Greenland Energy Center,30.1591,-81.5184,1.0877190380414754,2.1696701354946812
USA0000620,Sanford,28.8419,-81.3256,124.88526934226606,89.32562008373925
USA0000689,S O Purdom,30.1623,-84.2007,0.3017837473974528,0.9174873137101952
USA0000688,Arvah B Hopkins,30.4522,-84.4,3.569119036978783,3.3334323923538824
USA0056015,Walton Bainbridge Power Facility,30.911,-84.5473,0.0,0.0
USA0000638,Suwannee River,30.3764,-83.1806,0.0,0.0
USA0007348,Robins,32.5792,-83.5822,0.07131152032616699,0.5899762240759183
USA0007916,Talbot County Energy,32.5892,-84.6917,6.347628355702595,6.343188094636788
USA0000710,Jack McDonough,33.8239,-84.4758,279.4393757144249,183.34786959151472
USA0007764,MPC Generating,33.8119,-83.6953,0.0,0.0
USA0003287,McMeekin,34.0556,-81.2172,0.0,0.0
USA0055386,Columbia Energy Center (SC),33.8697,-81.0178,8.111040970735122,8.868606809766032
USA0003295,Urquhart,33.435,-81.9111,7.872231658657595,9.235284709097028
USA0056150,McIntosh Combined Cycle Facility,32.3478,-81.1817,33.58724309954838,29.148351866131943
USA0003285,Hagood,32.8265,-79.9634,0.0,0.0
USA0002716,W H Weatherspoon,34.5875,-78.9755,0.0,0.0
USA0001016,Butler-Warner Generation Plant,35.0986,-78.8294,0.8598891801433364,2.161217646000151
USA0050555,Rosemary Power Station,36.4517,-77.6594,0.0,0.0
USA0007032,Gravel Neck,37.1575,-76.6911,2.9664733561695984,4.211149913822226
USA0055439,Tenaska Virginia Generating Station,37.8667,-78.3813,12.212676548328785,13.412468124029843
USA0007837,Louisa Generation Facility,38.1181,-78.2139,3.621823316957562,4.304269029453644
USA0007836,Marsh Run Generation Facility,38.5283,-77.7681,3.7224473540673877,4.407952577219683
USA0003804,Possum Point,38.5367,-77.2806,140.04172772403885,108.39847688387543
USA0054832,Brandywine Power Facility,38.6681,-76.8678,0.0,0.0
USA0001564,Vienna Operations,38.4878,-75.8208,0.14813451397493263,0.9510988366300983
USA0055381,Commonwealth Chesapeake,37.9892,-75.54,2.195608544870022,3.3667349782925355
USA0003803,Chesapeake,36.7711,-76.3019,0.0,0.0
USA0003785,Tasley,37.7061,-75.7031,0.0,0.0
USA0005083,Cumberland (NJ),39.3757,-74.9654,0.0,0.0
USA0008012,Croydon CT Generating Station,40.08,-74.8917,10.0706845922822,10.382794785672834
USA0054640,NAEA Lakewood LLC,40.0613,-74.1686,0.0,0.0
USA0007138,Forked River,39.8154,-74.2098,0.0,0.0
USA0050006,Linden Cogen Plant,40.6322,-74.2156,75.28364382433163,73.60567365926617
USA0056964,Bayonne Energy Center,40.6528,-74.0915,6.684802453802066,11.079618341501895
USA0050385,Newark Bay Cogeneration Partnership LP,40.7197,-74.13,0.0,0.0
USA0002504,74th Street,40.768,-73.9515,0.0,0.0
USA0002493,East River,40.7281,-73.9742,49.48023755836825,48.89347206030583
USA0054914,Brooklyn Navy Yard Cogeneration,40.6994,-73.9764,0.0,0.0
USA0054114,Kennedy International Airport Cogen,40.6417,-73.7778,0.0,0.0
USA0002511,E F Barrett,40.6167,-73.6479,32.18792466848261,36.38853641173883
USA0002679,Plant No 2 Freeport,40.6447,-73.5683,0.0,0.0
USA0050292,Bethpage Power Plant,40.7469,-73.4994,1.130649338701622,4.333710900492548
USA0002514,Glenwood,40.8271,-73.6475,0.0,0.0
USA0007869,Glenwood Landing,40.8275,-73.6478,0.0,0.0
USA0002625,Bowline Point,41.2044,-73.9689,64.05961187574218,56.091405869289744
USA0002628,Hillburn,41.1269,-74.1653,0.0,0.0
USA0055375,Astoria Energy,40.7825,-73.8964,7.018481217795923,12.789100197863679
USA0008906,Astoria Generating Station,40.7877,-73.9126,209.32255589156492,198.6422064107307
USA0002398,Bergen Generating Station,40.8375,-74.0244,181.21739964339147,163.59328819324998
USA0002632,Shoemaker,41.4278,-74.4186,0.0,0.0
USA0002390,Sayreville,40.4765,-74.3523,0.6738561253865303,3.2447330392987674
USA0055690,Bethlehem Power Plant,40.6175,-75.3147,36.04859644822532,36.47618576619599
USA0003115,Titus,40.3056,-75.9081,0.0,0.0
USA0003161,Eddystone Generating Station,39.858,-75.323,25.900606700872274,24.540703554720178
USA0000593,Edge Moor,39.7389,-75.5038,18.212212954702174,18.099460026839775
USA0002434,Howard Down,39.4889,-75.0347,0.0,0.0
USA0007288,Sherman Avenue,39.451,-75.0578,0.0,0.0
USA0000599,McKee Run,39.1762,-75.5466,0.0,0.0
USA0010030,NRG Energy Center Dover,39.1495,-75.5473,0.0,0.0
USA0055524,York Energy Center,39.7375,-76.3067,6.7346699057513835,9.643134409511896
USA0001556,Perryman,39.4428,-76.2218,2.528958494027877,4.237305121619875
USA0003116,Tolna,39.7606,-76.6353,0.0,0.0
USA0003111,Mountain,40.1229,-77.1723,0.0,0.0
USA0003131,Shawville,41.0675,-78.3662,4.59742617692364,5.393781461188541
USA0003132,Warren,41.8359,-79.1887,0.0,0.0
USA0003152,Sunbury Generation LP,40.8361,-76.825,0.0,0.0
USA0002682,S A Carlson,42.0933,-79.2478,0.0,0.0
USA0050451,Indeck Yerkes Energy Center,42.9671,-78.9182,0.0,0.0
USA0054131,Fortistar North Tonawanda,43.0483,-78.8539,0.0,0.0
USA0050449,Indeck Silver Springs Energy Center,42.6544,-78.0772,0.0,0.0
USA0054593,Batavia Power Plant,42.9828,-78.1592,0.0,0.0
USA0002594,Oswego Harbor Power,43.4586,-76.5319,52.57976030074871,41.029185440898154
USA0010620,Carthage Energy LLC,43.9842,-75.6225,0.0,0.0
USA0010617,CH Resources Beaver Falls,43.8861,-75.4342,0.0,0.0
USA0050744,Sterling Power Plant,43.0803,-75.601,0.0,0.0
USA0050978,Carr Street Generating Station,43.0613,-76.0824,0.0,0.0
USA0002480,Danskammer Generating Station,41.5712,-73.975,2.0566128826640258,3.2361188548611244
USA0055405,Athens Generating Plant,42.2728,-73.8492,27.331081877750954,22.979963462978155
USA0010725,Selkirk Cogen,42.5744,-73.8592,0.9859486560962295,1.8906491189016696
USA0010190,Castleton Energy Center,42.5375,-73.7433,0.0,0.0
USA0054034,Rensselaer Cogen,42.6253,-73.75,0.0,0.0
USA0050458,Indeck Corinth Energy Center,43.25,-73.8125,0.0,0.0
USA0008002,Newington,43.1,-70.7908,1.7203713079105702,2.718994498765109
USA0001660,Potter Station 2,42.235,-70.9672,0.0,0.0
USA0001595,Kendall Square Station,42.3633,-71.0792,0.0,0.0
USA0054324,Ocean State Power II,42.0099,-71.6701,0.0,0.0
USA0051030,Ocean State Power,42.0097,-71.6689,0.0,0.0
USA0003236,Manchester Street,41.8167,-71.4042,6.260211073296113,7.04217165986771
USA0010307,Bellingham Cogeneration Facility,42.0925,-71.4833,0.0,0.0
USA0001599,Canal,41.7694,-70.5097,30.625142229315838,29.610092732638694
USA0001682,Cleary Flood,41.8653,-71.1061,0.0,0.0
USA0000546,Montville Station,41.4281,-72.1019,6.27802697513392,6.132094357289258
USA0056798,Kleen Energy Systems Project,41.5532,-72.5969,8.96402936036081,15.051293598851446
USA0000562,Middletown,41.5549,-72.5791,14.075193557753476,16.25703371361221
USA0050498,Capital District Energy Center,41.7639,-72.6925,0.0,0.0
USA0056629,Waterbury Generation,41.5444,-73.0417,0.0,0.0
USA0006156,New Haven Harbor,41.284,-72.9043,6.909574963531569,9.392024584369429
USA0002516,Northport,40.9236,-73.3423,114.8314136798379,93.80774799500335
USA0056234,Caithness Long Island Energy Center,40.8142,-72.9403,0.0,0.0
USA0007146,Wading River,40.9569,-72.8774,0.0,0.0
USA0001507,William F Wyman,43.7508,-70.1567,14.040670665914737,15.286741827902505
USA0010803,Ogdensburg Power,44.7258,-75.4417,0.0,0.0
USA0004076,West Marinette,45.0869,-87.6881,0.06493144572255213,0.37139029796500705
USA0001927,Riverside (MN),45.0203,-93.2753,4.6434012134874285,6.767442089536649
USA0002038,Cambridge CT,45.601,-93.2081,0.0,0.0
USA0002176,Glendive GT,47.0539,-104.74,0.0,0.0
USA0056908,Dave Gates Generating Station,46.1047,-112.8766,0.0,0.0
USA0007870,Encogen,48.746,-122.486,0.1936806762771776,1.1303458896585254
USA0054537,Ferndale Generating Station,48.8288,-122.6867,0.0,0.0
USA0000246,Humboldt Bay,40.7415,-124.2103,0.0,0.0
USA0054854,Sun Peak Generating Station,36.1375,-115.0339,0.7296595629082211,3.2117717328153232
USA0001403,Nine Mile Point,29.9472,-90.1458,219.54098242367286,151.03342198795886
USA0001402,Little Gypsy,30.0051,-90.4617,34.43598630317151,34.107666482961974
USA0008056,Waterford 1 & 2,29.9989,-90.4768,20.808427586345015,20.174984089956887
USA0001391,Louisiana 1,30.4922,-91.1864,2.5560801298161735,4.412126783837347
USA0001394,Willow Glen,30.2743,-91.1164,13.142928542147072,15.423697345262605
USA0002050,Baxter Wilson,32.2831,-90.9306,29.511579024911534,26.026652809956808
USA0002053,Rex Brown,32.357,-90.213,0.0,0.0
USA0008054,Gerald Andrus,33.35,-91.1167,8.42160762253311,8.304514412321746
USA0055075,Pine Bluff Energy Center,34.2181,-91.9025,0.0,0.0
USA0001404,Sterlington,32.7047,-92.0792,0.0,0.0
USA0000203,McClellan (AR),33.5648,-92.7917,0.0,0.0
USA0003476,Knox Lee,32.3766,-94.6415,1.9975949448087393,3.7319543068653527
USA0001417,Lieberman,32.7047,-93.9597,0.0,0.0
USA0055132,Tenaska Gateway Generating Station,32.0178,-94.6197,10.364337379154335,10.55181367203051
USA0003504,Stryker Creek,31.9398,-94.9898,5.213812866629411,4.515290219823621
USA0055062,Tenaska Frontier Generation Station,30.5924,-95.9178,9.780499147471492,10.37930742419508
